PART,MERGE_ID,COUNTRY,ID,DATE,Q1,WT,Q1001,Q1002,QLEB1,QLEB2,QLEB2_4,QLEB2_5,QLEB2_6,QLEB3_1,QLEB3_2,QLEB3_3,QLEB4_1,QLEB4_2,QLEB4_3,QLEB5,QLEB6,QLEB7,QLEB8,Q2061A,Q1COVID19,Q2ACOVID19,Q2BCOVID19,Q4COVID19_1,Q4COVID19_2,Q4COVID19_3,Q4COVID19_4,Q5COVID19,Q10COVID19_1,Q10COVID19_2,Q10COVID19_3,Q10COVID19_4,Q10COVID19_5,Q11COVID19,Q204_25,Q6COVID19,Q8COVID19_2,Q8COVID19_3,Q8COVID19_4,Q8COVID19_5,Q101,Q118,Q111,QJOR1,Q201A_1,Q201A_6A_LIB,Q201A_6B_LIB,Q201A_2,Q201B_6,Q201B_13,Q201C_38,Q201C_38B,Q204A_3,Q204A_2,Q204A_1,Q516A,Q210,Q211,Q409,Q421,Q521_1,Q521_2,Q609,Q601_3,Q601_4,Q601_18,Q700B_1,Q700B_2,Q700B_3,Q700B_13,Q725_1,Q725_4,Q725_5,Q725_6,Q7141A,Q728_1,Q728_2,Q728_3,Q727_5,Q733,Q1003,Q1010,Q1010B1,Q1014C,Q1005,Q1005B,Q1006A,Q1016,Q1012,Q1012A__P1,Q1011D,Q1011E,Q1011F,QLIBGOV,Q534_2,Q13A,Q123,Q110_1,Q110_2,Q204_3,Q204_20,Q204_26,Q211A,Q271_1,Q271_3,Q521_4,Q512A3_1,Q512A3_2,Q512A3_5,Q531,Q532,Q533_4,Q533_5,Q700B_8,Q700B_4,Q725_3,Q725_2,Q729_3A,Q729_3B,Q731,Q732,Q733_1,Q733_2,Q733_3,Q733_4,Q733_5,Q734,Q735,Q1012A__P2,Q605,Q409_NEW,Q534_1,Q12COVID19_3,Q12COVID19_4,Q12COVID19_5A,Q12COVID19_5B,Q13COVID19,Q14COVID19,Q15COVID19_1,Q15COVID19_2,Q16COVID19,Q102,Q112_1,Q112_2,Q601_1,Q601_19,Q601_20,Q620,Q619_1A,Q619_1B,Q619_3A,Q619_4A,Q619_5A,Q601A,QLIB1,Q204_11,Q700B_23,Q700B_5,Q725_23,Q725_15,Q732B,Q730B,Q734A,Q734B,Q727_1,Q727_4,Q104,Q104A_1,Q104A_2,Q104A_3,Q104A_4,Q104A_5,Q104A_6,Q104A_7,Q104A_8,Q1010B2,Q1005C,Q1005D,Q1005E,Q1006B_CODE,Q1012A__P3,Q1012B,Q602_1,Q602_2,Q602_3,Q602_4A,Q602_4B
2,w06p2-4220,21.0,4220.0,2020-10-14,21007.0,0.8982410703734767,55.0,2.0,,,,,,,,,,,,,,,,15.0,3.0,,4.0,,,,,,,,,,,,2.0,,,,,,4.0,98.0,,,3.0,,,3.0,3.0,2.0,,,,2.0,3.0,,2.0,,6.0,,2.0,3.0,2.0,,,,4.0,,,2.0,5.0,4.0,,,,,,,,,2.0,4.0,2.0,1.0,4.0,,,2.0,1.0,,2.0,1.0,2.0,,3.0,2.0,2.0,4.0,4.0,3.0,4.0,3.0,98.0,3.0,2.0,3.0,3.0,2.0,3.0,3.0,2.0,3.0,2.0,3.0,2.0,3.0,3.0,3.0,3.0,3.0,2.0,96.0,96.0,96.0,96.0,96.0,4.0,3.0,,98.0,,98.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,w06p2-2666,21.0,2666.0,2020-10-13,21018.0,0.9862717435787471,39.0,2.0,,,,,,,,,,,,,,,,15.0,1.0,1.0,,,,,,,,,,,,,4.0,,,,,,2.0,3.0,,,3.0,,,98.0,1.0,3.0,,,,2.0,2.0,,1.0,,6.0,,2.0,2.0,1.0,,,,4.0,,,3.0,4.0,4.0,,,,,,,,,2.0,4.0,1.0,4.0,4.0,,,3.0,1.0,,2.0,1.0,2.0,,1.0,3.0,2.0,1.0,4.0,3.0,3.0,3.0,98.0,4.0,4.0,2.0,2.0,2.0,4.0,4.0,1.0,2.0,1.0,98.0,2.0,4.0,4.0,2.0,98.0,3.0,4.0,98.0,98.0,1.0,2.0,1.0,4.0,4.0,,3.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,w06p2-2231,21.0,2231.0,2020-10-12,21007.0,0.8747475362323106,64.0,1.0,,,,,,,,,,,,,,,,1.0,2.0,6.0,,,,,,,,,,,,,1.0,,,,,,2.0,3.0,,,1.0,,,1.0,1.0,1.0,,,,1.0,2.0,,2.0,,6.0,,1.0,1.0,3.0,,,,1.0,,,1.0,5.0,2.0,,,,,,,,,2.0,4.0,1.0,2.0,6.0,,,3.0,1.0,,2.0,1.0,2.0,,1.0,3.0,1.0,1.0,1.0,4.0,4.0,4.0,36.0,4.0,4.0,1.0,1.0,1.0,1.0,2.0,1.0,3.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,4.0,98.0,1.0,1.0,2.0,2.0,4.0,4.0,,1.0,,97.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,w06p2-2307,21.0,2307.0,2020-10-12,21001.0,0.918185609251887,58.0,1.0,,,,,,,,,,,,,,,,2.0,2.0,1.0,,,,,,,,,,,,,4.0,,,,,,4.0,1.0,,,2.0,,,2.0,1.0,2.0,,,,3.0,2.0,,1.0,,2.0,,1.0,1.0,1.0,,,,4.0,,,1.0,5.0,2.0,,,,,,,,,2.0,4.0,1.0,3.0,1.0,,2.0,2.0,1.0,,2.0,1.0,1.0,,2.0,1.0,2.0,4.0,1.0,4.0,4.0,3.0,31.0,4.0,4.0,2.0,1.0,1.0,1.0,4.0,3.0,1.0,1.0,4.0,2.0,2.0,5.0,2.0,2.0,6.0,2.0,2.0,2.0,2.0,2.0,2.0,4.0,3.0,,1.0,3.0,97.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,w06p2-2721,21.0,2721.0,2020-10-13,21005.0,0.8057873016354815,48.0,2.0,,,,,,,,,,,,,,,,15.0,2.0,1.0,,,,,,,,,,,,,1.0,,,,,,3.0,1.0,,,98.0,,,1.0,1.0,3.0,,,,2.0,1.0,,2.0,,6.0,,2.0,98.0,1.0,,,,98.0,,,98.0,98.0,98.0,,,,,,,,,2.0,4.0,1.0,5.0,6.0,,,1.0,1.0,,1.0,1.0,2.0,,4.0,3.0,98.0,4.0,3.0,98.0,3.0,98.0,98.0,4.0,4.0,2.0,98.0,98.0,2.0,3.0,98.0,98.0,98.0,98.0,98.0,98.0,98.0,1.0,98.0,3.0,98.0,1.0,98.0,98.0,98.0,98.0,98.0,98.0,,98.0,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,w06p2-2414,21.0,2414.0,2020-10-12,21016.0,0.9059659673795304,33.0,1.0,,,,,,,,,,,,,,,,1.0,1.0,5.0,,,,,,,,,,,,,2.0,,,,,,4.0,3.0,,,4.0,,,4.0,1.0,3.0,,,,4.0,2.0,,1.0,,4.0,,1.0,2.0,2.0,,,,3.0,,,4.0,4.0,1.0,,,,,,,,,2.0,4.0,1.0,5.0,1.0,,1.0,3.0,2.0,,2.0,3.0,1.0,,3.0,3.0,5.0,3.0,3.0,3.0,2.0,4.0,32.0,4.0,4.0,2.0,3.0,2.0,2.0,2.0,1.0,3.0,3.0,1.0,1.0,4.0,5.0,2.0,2.0,2.0,98.0,2.0,1.0,2.0,1.0,1.0,4.0,4.0,,,2.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,w06p2-1320,21.0,1320.0,2020-10-10,21009.0,0.8311376969705427,56.0,1.0,,,,,,,,,,,,,,,,15.0,4.0,,7.0,,,,,,,,,,,,3.0,,,,,,3.0,3.0,,,2.0,,,2.0,1.0,2.0,,,,4.0,3.0,,2.0,,6.0,,2.0,98.0,1.0,,,,4.0,,,98.0,5.0,98.0,,,,,,,,,1.0,4.0,1.0,5.0,6.0,,,4.0,1.0,,2.0,2.0,2.0,,2.0,3.0,1.0,3.0,2.0,98.0,4.0,3.0,30.0,4.0,4.0,2.0,1.0,98.0,1.0,4.0,1.0,1.0,2.0,2.0,4.0,98.0,3.0,2.0,2.0,3.0,1.0,98.0,98.0,98.0,98.0,98.0,4.0,3.0,,3.0,,98.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,w06p2-3157,21.0,3157.0,2020-10-13,21016.0,0.9250124189609754,60.0,2.0,,,,,,,,,,,,,,,,1.0,1.0,4.0,,,,,,,,,,,,,3.0,,,,,,4.0,6.0,,,3.0,,,1.0,1.0,1.0,,,,3.0,3.0,,1.0,,6.0,,4.0,4.0,1.0,,,,4.0,,,4.0,5.0,5.0,,,,,,,,,2.0,4.0,1.0,4.0,4.0,,,4.0,1.0,,2.0,1.0,2.0,,1.0,2.0,3.0,1.0,1.0,3.0,4.0,3.0,13.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,1.0,4.0,4.0,4.0,4.0,4.0,4.0,98.0,2.0,3.0,1.0,98.0,1.0,99.0,98.0,98.0,98.0,4.0,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,w06p2-1391,21.0,1391.0,2020-10-10,21008.0,0.8078114338219318,38.0,1.0,,,,,,,,,,,,,,,,1.0,2.0,1.0,,,,,,,,,,,,,3.0,,,,,,4.0,1.0,,,3.0,,,2.0,2.0,2.0,,,,2.0,2.0,,2.0,,6.0,,2.0,2.0,1.0,,,,2.0,,,2.0,4.0,98.0,,,,,,,,,2.0,4.0,1.0,4.0,7.0,,,2.0,1.0,,2.0,2.0,2.0,,1.0,3.0,2.0,3.0,3.0,4.0,4.0,4.0,20.0,3.0,3.0,2.0,2.0,3.0,3.0,3.0,2.0,3.0,2.0,2.0,2.0,3.0,3.0,1.0,1.0,3.0,2.0,98.0,98.0,2.0,2.0,98.0,99.0,2.0,,3.0,,97.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,w06p2-2494,21.0,2494.0,2020-10-12,21017.0,0.8241543239707358,45.0,1.0,,,,,,,,,,,,,,,,15.0,2.0,4.0,,,,,,,,,,,,,4.0,,,,,,2.0,3.0,,,3.0,,,3.0,1.0,3.0,,,,3.0,3.0,,1.0,,6.0,,1.0,4.0,3.0,,,,4.0,,,2.0,4.0,5.0,,,,,,,,,2.0,4.0,1.0,6.0,2.0,,2.0,4.0,1.0,,2.0,2.0,2.0,,2.0,3.0,5.0,4.0,4.0,4.0,4.0,2.0,15.0,3.0,2.0,2.0,4.0,2.0,3.0,4.0,1.0,2.0,1.0,1.0,4.0,5.0,2.0,2.0,1.0,5.0,4.0,2.0,2.0,1.0,2.0,2.0,4.0,4.0,,5.0,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,w06p2-754,21.0,754.0,2020-10-08,21017.0,0.9327827851239507,57.0,1.0,,,,,,,,,,,,,,,,1.0,2.0,6.0,,,,,,,,,,,,,2.0,,,,,,3.0,1.0,,,3.0,,,2.0,1.0,3.0,,,,2.0,3.0,,2.0,,6.0,,1.0,2.0,1.0,,,,98.0,,,98.0,2.0,98.0,,,,,,,,,2.0,4.0,1.0,7.0,6.0,,,4.0,1.0,,2.0,2.0,2.0,,2.0,3.0,2.0,3.0,1.0,3.0,4.0,3.0,36.0,4.0,4.0,98.0,1.0,1.0,2.0,3.0,1.0,2.0,2.0,98.0,98.0,2.0,4.0,2.0,2.0,1.0,99.0,98.0,98.0,98.0,98.0,98.0,98.0,98.0,,3.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,w06p2-3320,21.0,3320.0,2020-10-13,21006.0,0.8576283426835974,36.0,2.0,,,,,,,,,,,,,,,,15.0,1.0,5.0,,,,,,,,,,,,,2.0,,,,,,3.0,4.0,,,3.0,,,3.0,1.0,2.0,,,,3.0,3.0,,1.0,,4.0,,2.0,2.0,1.0,,,,4.0,,,4.0,5.0,5.0,,,,,,,,,2.0,4.0,1.0,4.0,4.0,,,3.0,1.0,,2.0,1.0,2.0,,4.0,3.0,1.0,4.0,4.0,4.0,3.0,4.0,2.0,2.0,4.0,3.0,2.0,2.0,3.0,2.0,4.0,2.0,4.0,2.0,2.0,4.0,2.0,2.0,3.0,5.0,4.0,2.0,2.0,2.0,2.0,2.0,4.0,4.0,,2.0,3.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,w06p2-2445,21.0,2445.0,2020-10-12,21001.0,0.9428457815477685,60.0,2.0,,,,,,,,,,,,,,,,15.0,2.0,1.0,,,,,,,,,,,,,1.0,,,,,,4.0,3.0,,,4.0,,,4.0,3.0,3.0,,,,4.0,1.0,,1.0,,6.0,,4.0,1.0,1.0,,,,4.0,,,3.0,5.0,98.0,,,,,,,,,2.0,4.0,1.0,4.0,4.0,,,4.0,1.0,,2.0,1.0,2.0,,1.0,2.0,1.0,1.0,1.0,4.0,3.0,3.0,14.0,3.0,4.0,1.0,4.0,2.0,1.0,1.0,3.0,1.0,1.0,3.0,4.0,5.0,4.0,2.0,2.0,3.0,4.0,96.0,96.0,96.0,98.0,98.0,4.0,4.0,,5.0,,99.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,w06p2-4371,21.0,4371.0,2020-10-14,21016.0,0.9250124189609754,66.0,2.0,,,,,,,,,,,,,,,,1.0,4.0,,5.0,,,,,,,,,,,,1.0,,,,,,98.0,4.0,,,98.0,,,98.0,1.0,98.0,,,,1.0,1.0,,98.0,,6.0,,3.0,3.0,2.0,,,,2.0,,,98.0,4.0,4.0,,,,,,,,,1.0,4.0,1.0,2.0,4.0,,,3.0,1.0,,2.0,1.0,2.0,,3.0,3.0,1.0,3.0,98.0,1.0,2.0,4.0,7.0,3.0,3.0,2.0,3.0,4.0,4.0,4.0,3.0,1.0,1.0,3.0,2.0,1.0,4.0,1.0,1.0,3.0,4.0,98.0,1.0,1.0,1.0,1.0,98.0,4.0,,4.0,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,w06p2-2127,21.0,2127.0,2020-10-12,21009.0,0.7587035407755957,38.0,2.0,,,,,,,,,,,,,,,,1.0,1.0,1.0,,,,,,,,,,,,,3.0,,,,,,3.0,1.0,,,2.0,,,2.0,1.0,3.0,,,,3.0,3.0,,3.0,,2.0,,2.0,1.0,1.0,,,,3.0,,,2.0,2.0,1.0,,,,,,,,,2.0,4.0,1.0,6.0,4.0,,,1.0,1.0,,2.0,1.0,2.0,,1.0,3.0,2.0,4.0,3.0,3.0,4.0,4.0,98.0,4.0,3.0,2.0,2.0,1.0,4.0,2.0,4.0,2.0,3.0,2.0,98.0,2.0,2.0,2.0,2.0,3.0,1.0,1.0,1.0,1.0,2.0,98.0,3.0,3.0,,3.0,2.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,w06p2-727,21.0,727.0,2020-10-08,21012.0,0.9425966435389861,66.0,1.0,,,,,,,,,,,,,,,,15.0,1.0,5.0,,,,,,,,,,,,,1.0,,,,,,4.0,3.0,,,3.0,,,3.0,1.0,3.0,,,,1.0,1.0,,2.0,,6.0,,2.0,2.0,3.0,,,,4.0,,,4.0,4.0,1.0,,,,,,,,,1.0,4.0,1.0,6.0,2.0,,2.0,4.0,1.0,,2.0,3.0,2.0,,2.0,1.0,3.0,1.0,3.0,2.0,2.0,1.0,20.0,4.0,4.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,4.0,4.0,5.0,5.0,1.0,1.0,2.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,4.0,,1.0,,98.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,w06p2-4626,21.0,4626.0,2020-10-15,21022.0,0.9593910118394574,62.0,2.0,,,,,,,,,,,,,,,,1.0,1.0,4.0,,,,,,,,,,,,,4.0,,,,,,1.0,3.0,,,1.0,,,1.0,1.0,1.0,,,,3.0,3.0,,2.0,,6.0,,1.0,1.0,1.0,,,,4.0,,,4.0,5.0,5.0,,,,,,,,,2.0,4.0,1.0,6.0,4.0,,,2.0,1.0,,1.0,1.0,1.0,,1.0,1.0,1.0,4.0,4.0,4.0,4.0,4.0,98.0,4.0,4.0,1.0,1.0,1.0,1.0,1.0,4.0,2.0,1.0,4.0,4.0,5.0,5.0,4.0,4.0,3.0,4.0,96.0,96.0,96.0,96.0,96.0,4.0,4.0,,3.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,w06p2-303,21.0,303.0,2020-10-07,21011.0,0.8298217976910982,39.0,2.0,,,,,,,,,,,,,,,,15.0,2.0,6.0,,,,,,,,,,,,,2.0,,,,,,4.0,3.0,,,4.0,,,1.0,1.0,3.0,,,,3.0,4.0,,1.0,,6.0,,2.0,4.0,1.0,,,,99.0,,,99.0,5.0,99.0,,,,,,,,,1.0,4.0,1.0,6.0,4.0,,,4.0,1.0,,1.0,1.0,2.0,,3.0,3.0,5.0,1.0,1.0,3.0,2.0,1.0,6.0,4.0,4.0,3.0,2.0,1.0,1.0,1.0,3.0,2.0,3.0,99.0,4.0,5.0,4.0,1.0,4.0,3.0,98.0,98.0,98.0,2.0,99.0,99.0,4.0,4.0,,3.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,w06p2-2090,21.0,2090.0,2020-10-12,21017.0,0.8462890507871079,47.0,2.0,,,,,,,,,,,,,,,,1.0,2.0,6.0,,,,,,,,,,,,,2.0,,,,,,3.0,4.0,,,2.0,,,1.0,1.0,1.0,,,,2.0,4.0,,1.0,,5.0,,1.0,1.0,1.0,,,,2.0,,,2.0,2.0,98.0,,,,,,,,,2.0,4.0,1.0,4.0,6.0,,,3.0,1.0,,2.0,1.0,2.0,,4.0,3.0,4.0,3.0,2.0,2.0,4.0,4.0,33.0,4.0,2.0,3.0,1.0,1.0,2.0,4.0,1.0,2.0,1.0,98.0,2.0,4.0,98.0,2.0,3.0,1.0,1.0,98.0,98.0,99.0,1.0,1.0,3.0,2.0,,5.0,3.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,w06p2-356,21.0,356.0,2020-10-07,21023.0,0.8936812191613475,54.0,2.0,,,,,,,,,,,,,,,,15.0,2.0,2.0,,,,,,,,,,,,,4.0,,,,,,4.0,5.0,,,98.0,,,2.0,1.0,3.0,,,,4.0,1.0,,2.0,,1.0,,2.0,2.0,1.0,,,,4.0,,,4.0,5.0,2.0,,,,,,,,,2.0,4.0,1.0,6.0,4.0,,,1.0,1.0,,2.0,2.0,2.0,,1.0,2.0,1.0,4.0,1.0,4.0,4.0,1.0,35.0,4.0,4.0,4.0,1.0,1.0,1.0,1.0,4.0,4.0,1.0,3.0,4.0,5.0,2.0,4.0,98.0,6.0,4.0,2.0,2.0,2.0,2.0,2.0,4.0,4.0,,1.0,98.0,98.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,w06p2-2169,21.0,2169.0,2020-10-12,21011.0,0.8247530076661111,50.0,2.0,,,,,,,,,,,,,,,,15.0,1.0,4.0,,,,,,,,,,,,,3.0,,,,,,4.0,3.0,,,3.0,,,1.0,1.0,2.0,,,,3.0,3.0,,2.0,,6.0,,3.0,1.0,3.0,,,,4.0,,,4.0,4.0,2.0,,,,,,,,,2.0,4.0,1.0,7.0,6.0,,,4.0,1.0,,2.0,1.0,2.0,,98.0,3.0,1.0,1.0,1.0,3.0,3.0,3.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,1.0,1.0,3.0,2.0,4.0,4.0,4.0,4.0,98.0,98.0,1.0,4.0,98.0,98.0,2.0,2.0,2.0,4.0,4.0,,1.0,,98.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,w06p2-1378,21.0,1378.0,2020-10-10,21006.0,0.8300954126694494,53.0,1.0,,,,,,,,,,,,,,,,1.0,4.0,,7.0,,,,,,,,,,,,4.0,,,,,,4.0,6.0,,,4.0,,,3.0,1.0,4.0,,,,4.0,4.0,,1.0,,6.0,,4.0,4.0,2.0,,,,4.0,,,1.0,5.0,3.0,,,,,,,,,2.0,4.0,1.0,8.0,2.0,,2.0,4.0,1.0,,2.0,2.0,2.0,,4.0,2.0,2.0,2.0,1.0,4.0,4.0,4.0,27.0,4.0,4.0,4.0,3.0,1.0,1.0,2.0,4.0,1.0,1.0,4.0,4.0,5.0,5.0,3.0,2.0,3.0,1.0,2.0,2.0,2.0,2.0,2.0,4.0,1.0,,2.0,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,w06p2-4533,21.0,4533.0,2020-10-15,21010.0,0.8571254616517384,66.0,1.0,,,,,,,,,,,,,,,,15.0,1.0,1.0,,,,,,,,,,,,,3.0,,,,,,4.0,1.0,,,4.0,,,3.0,3.0,3.0,,,,4.0,4.0,,1.0,,6.0,,2.0,3.0,2.0,,,,4.0,,,3.0,5.0,4.0,,,,,,,,,2.0,4.0,1.0,5.0,3.0,1.0,,2.0,1.0,,2.0,1.0,2.0,,2.0,3.0,4.0,2.0,1.0,4.0,4.0,2.0,7.0,4.0,4.0,4.0,3.0,2.0,4.0,2.0,3.0,4.0,4.0,3.0,2.0,3.0,2.0,1.0,2.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,4.0,3.0,,5.0,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,w06p2-2470,21.0,2470.0,2020-10-12,21005.0,0.7895346040924711,38.0,1.0,,,,,,,,,,,,,,,,2.0,2.0,98.0,,,,,,,,,,,,,2.0,,,,,,3.0,1.0,,,4.0,,,2.0,1.0,3.0,,,,2.0,4.0,,1.0,,6.0,,1.0,2.0,3.0,,,,4.0,,,4.0,98.0,5.0,,,,,,,,,1.0,4.0,1.0,5.0,2.0,,2.0,4.0,1.0,,2.0,1.0,2.0,,2.0,1.0,1.0,4.0,1.0,3.0,2.0,3.0,98.0,3.0,3.0,2.0,1.0,1.0,1.0,4.0,2.0,2.0,3.0,4.0,2.0,2.0,2.0,3.0,98.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,98.0,4.0,,99.0,,99.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,w06p2-1139,21.0,1139.0,2020-10-10,21011.0,0.9334603789052828,61.0,2.0,,,,,,,,,,,,,,,,1.0,4.0,,98.0,,,,,,,,,,,,4.0,,,,,,4.0,3.0,,,4.0,,,4.0,1.0,4.0,,,,1.0,1.0,,1.0,,6.0,,2.0,1.0,1.0,,,,1.0,,,2.0,2.0,5.0,,,,,,,,,2.0,4.0,1.0,6.0,6.0,,,4.0,1.0,,2.0,1.0,2.0,,1.0,1.0,2.0,4.0,1.0,3.0,4.0,4.0,13.0,4.0,4.0,4.0,1.0,1.0,3.0,3.0,4.0,1.0,1.0,1.0,4.0,2.0,5.0,1.0,1.0,3.0,1.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,,1.0,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,w06p2-1497,21.0,1497.0,2020-10-11,21013.0,1.0267971674731686,30.0,1.0,,,,,,,,,,,,,,,,2.0,4.0,,7.0,,,,,,,,,,,,4.0,,,,,,4.0,3.0,,,4.0,,,4.0,3.0,4.0,,,,4.0,4.0,,1.0,,1.0,,4.0,4.0,3.0,,,,4.0,,,1.0,5.0,4.0,,,,,,,,,2.0,4.0,1.0,5.0,7.0,,,4.0,1.0,,1.0,2.0,2.0,,4.0,2.0,6.0,3.0,3.0,4.0,4.0,2.0,4.0,4.0,2.0,3.0,3.0,2.0,1.0,4.0,4.0,1.0,4.0,3.0,3.0,2.0,4.0,4.0,4.0,3.0,4.0,98.0,98.0,98.0,98.0,98.0,4.0,4.0,,1.0,3.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,w06p2-233,21.0,233.0,2020-10-07,21011.0,0.8298217976910982,42.0,2.0,,,,,,,,,,,,,,,,15.0,1.0,4.0,,,,,,,,,,,,,98.0,,,,,,4.0,5.0,,,99.0,,,4.0,1.0,98.0,,,,4.0,1.0,,98.0,,3.0,,3.0,4.0,1.0,,,,4.0,,,3.0,98.0,98.0,,,,,,,,,2.0,4.0,1.0,4.0,4.0,,,2.0,1.0,,2.0,1.0,2.0,,1.0,1.0,2.0,4.0,1.0,4.0,4.0,4.0,98.0,4.0,4.0,4.0,4.0,2.0,4.0,4.0,4.0,4.0,1.0,1.0,1.0,1.0,1.0,4.0,1.0,3.0,4.0,98.0,98.0,1.0,2.0,2.0,98.0,98.0,,3.0,96.0,97.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,w06p2-1424,21.0,1424.0,2020-10-11,21020.0,0.9287641068893085,20.0,2.0,,,,,,,,,,,,,,,,15.0,1.0,4.0,,,,,,,,,,,,,1.0,,,,,,1.0,1.0,,,1.0,,,1.0,1.0,1.0,,,,1.0,1.0,,1.0,,1.0,,1.0,1.0,1.0,,,,1.0,,,1.0,1.0,1.0,,,,,,,,,1.0,1.0,,5.0,2.0,,1.0,1.0,1.0,,1.0,99.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,20.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,6.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,96.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,w06p2-2901,21.0,2901.0,2020-10-13,21019.0,1.0757346539319965,60.0,2.0,,,,,,,,,,,,,,,,1.0,2.0,7.0,,,,,,,,,,,,,1.0,,,,,,2.0,99.0,,,1.0,,,1.0,1.0,4.0,,,,2.0,2.0,,98.0,,6.0,,2.0,1.0,2.0,,,,3.0,,,99.0,98.0,98.0,,,,,,,,,2.0,4.0,1.0,6.0,4.0,,,2.0,1.0,,2.0,1.0,2.0,,3.0,97.0,2.0,99.0,99.0,2.0,3.0,4.0,7.0,4.0,4.0,4.0,2.0,1.0,2.0,3.0,4.0,3.0,99.0,2.0,1.0,5.0,98.0,1.0,1.0,98.0,98.0,98.0,1.0,98.0,2.0,97.0,98.0,2.0,,5.0,,98.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
