position,variable,label,storage_type,n_valid,n_missing,n_distinct,value_labels,observed_values,sentinel_codes,min,max
11,Q2ACOVID19,Q2ACOVID19.Which of the following reasons best explains your concern?,float64,800,202,8,"{""1"": ""Having a member of your family get very ill or die"", ""2"": ""Loss of household income"", ""3"": ""Negative impacts on the economy"", ""4"": ""Inability of the healthcare system to handle COVID-19 cases"", ""5"": ""The government’s response has not been adequate"", ""6"": ""Other citizens have not done a good job of following government recommendations"", ""7"": ""Other"", ""98"": ""Don’t know"", ""99"": ""Refused to answer""}",,,1.0,98.0
12,Q2BCOVID19,Q2BCOVID19.Which of the following reasons best explains your lack of concern?,float64,202,800,9,"{""1"": ""The health threat posed by the coronavirus is exaggerated"", ""2"": ""No loss of household income"", ""3"": ""Little to no negative impacts on the economy"", ""4"": ""The country’s healthcare infrastructure can handle coronavirus cases"", ""5"": ""The government’s response has been adequate to stop the spread of the coronavirus"", ""6"": ""Other citizens have done a good job following government recommendations"", ""7"": ""Other"", ""98"": ""Don’t know"", ""99"": ""Refused to answer""}",,,1.0,99.0
13,Q101,Q101.How would you evaluate the current economic situation in your country?,float64,1002,0,6,"{""1"": ""Very good"", ""2"": ""Good"", ""3"": ""Bad"", ""4"": ""Very bad"", ""98"": ""Don’t know"", ""99"": ""Refused to answer""}",,,1.0,99.0
14,Q118,Q118 Which of the following is the most important issue the government should be,float64,1002,0,8,"{""1"": ""Create more job opportunities"", ""2"": ""Raise wages for existing jobs"", ""3"": ""Lower the cost of living (limiting inflation)"", ""4"": ""Reform the education system"", ""5"": ""Encouraging foreign investment"", ""6"": ""Other"", ""98"": ""Don’t know"", ""99"": ""Refused to answer""}",,,1.0,99.0
15,Q123,"Q123 Among the following, which of the following should be the top priority for",float64,1002,0,8,"{""1"": ""Education system"", ""2"": ""Healthcare system"", ""3"": ""Reduce environmental pollution"", ""4"": ""Improve roads and transportation"", ""5"": ""National security"", ""6"": ""Subsidies on energy products"", ""98"": ""Don't know"", ""99"": ""Refused to answer""}",,,1.0,99.0
16,Q110_1,"Q110_1 In the past 7 days, how often have you: Needed financial support for gett",float64,1002,0,6,"{""1"": ""Every day (7 days)"", ""2"": ""Most days (4-6 days)"", ""3"": ""Some days (1-3 days)"", ""4"": ""Never (0 days)"", ""98"": ""Don’t know"", ""99"": ""Refused to answer""}",,,1.0,99.0
17,Q110_2,"Q110_2 In the past 7 days, how often have you: Had to rely on less preferred and",float64,1002,0,6,"{""1"": ""Every day (7 days)"", ""2"": ""Most days (4-6 days)"", ""3"": ""Some days (1-3 days)"", ""4"": ""Never (0 days)"", ""98"": ""Don’t know"", ""99"": ""Refused to answer""}",,,1.0,99.0
18,Q201A_1,Q201a_1.Government (Council of Ministers),float64,1002,0,6,"{""1"": ""A great deal of trust"", ""2"": ""Quite a lot of trust"", ""3"": ""Not a lot of trust"", ""4"": ""No trust at all"", ""98"": ""Don’t know"", ""99"": ""Refused to answer""}",,,1.0,99.0
19,Q201A_6A_LIB,Q201a_3.Government of National Accord,float64,0,1002,0,"{""1"": ""A great deal of trust"", ""2"": ""Quite a lot of trust"", ""3"": ""Not a lot of trust"", ""4"": ""No trust at all"", ""98"": ""Don’t know"", ""99"": ""Refused to answer""}",,,,
20,Q201A_6B_LIB,Q201a_4.House of Representatives,float64,0,1002,0,"{""1"": ""A great deal of trust"", ""2"": ""Quite a lot of trust"", ""3"": ""Not a lot of trust"", ""4"": ""No trust at all"", ""98"": ""Don’t know"", ""99"": ""Refused to answer""}",,,,
21,Q201A_2,Q201a_2.Courts and legal system,float64,1002,0,6,"{""1"": ""A great deal of trust"", ""2"": ""Quite a lot of trust"", ""3"": ""Not a lot of trust"", ""4"": ""No trust at all"", ""98"": ""Don’t know"", ""99"": ""Refused to answer""}",,,1.0,99.0
22,Q201B_6,Q201b_6.The armed forces (the army),float64,1002,0,5,"{""1"": ""A great deal of trust"", ""2"": ""Quite a lot of trust"", ""3"": ""Not a lot of trust"", ""4"": ""No trust at all"", ""98"": ""Don’t know"", ""99"": ""Refused to answer""}",,,1.0,99.0
23,Q201B_13,Q201b_13.Religious leaders,float64,1002,0,6,"{""1"": ""A great deal of trust"", ""2"": ""Quite a lot of trust"", ""3"": ""Not a lot of trust"", ""4"": ""No trust at all"", ""98"": ""Don’t know"", ""99"": ""Refused to answer""}",,,1.0,99.0
24,Q204A_1,Q204a_1.The educational system in our country,float64,1002,0,5,"{""1"": ""Completely satisfied"", ""2"": ""Satisfied"", ""3"": ""Dissatisfied"", ""4"": ""Completely dissatisfied"", ""98"": ""Don’t know"", ""99"": ""Refused to answer""}",,,1.0,98.0
25,Q204A_2,Q204a_2.The healthcare system in our country,float64,1002,0,5,"{""1"": ""Completely satisfied"", ""2"": ""Satisfied"", ""3"": ""Dissatisfied"", ""4"": ""Completely dissatisfied"", ""98"": ""Don’t know"", ""99"": ""Refused to answer""}",,,1.0,98.0
26,Q204_3,Q204_3.Narrowing the gap between rich and poor,float64,1002,0,7,"{""1"": ""Very good"", ""2"": ""Good"", ""3"": ""Bad"", ""4"": ""Very bad"", ""97"": ""This is not the government’s responsibility"", ""98"": ""Don’t know"", ""99"": ""Refused to answer""}",,,1.0,99.0
27,Q204_20,Q204_20.Keeping prices down,float64,1002,0,7,"{""1"": ""Very good"", ""2"": ""Good"", ""3"": ""Bad"", ""4"": ""Very bad"", ""97"": ""This is not the government’s responsibility"", ""98"": ""Don’t know"", ""99"": ""Refused to answer""}",,,1.0,99.0
28,Q204_26,Q204_26.Supporting the poor during the COVID-19 outbreak,float64,1002,0,6,"{""1"": ""Very good"", ""2"": ""Good"", ""3"": ""Bad"", ""4"": ""Very bad"", ""97"": ""This is not the government’s responsibility"", ""98"": ""Don’t know"", ""99"": ""Refused to answer""}",,,1.0,98.0
29,Q204_25,Q204_25.Responding to the COVID-19 outbreak,float64,1002,0,7,"{""1"": ""Very good"", ""2"": ""Good"", ""3"": ""Bad"", ""4"": ""Very bad"", ""97"": ""This is not the government’s responsibility"", ""98"": ""Don’t know"", ""99"": ""Refused to answer""}",,,1.0,99.0
30,Q210,Q210.To what extent do you think that there is corruption within the national st,float64,1002,0,6,"{""1"": ""To a large extent"", ""2"": ""To a medium extent"", ""3"": ""To a small extent"", ""4"": ""Not at all"", ""98"": ""Don’t know"", ""99"": ""Refused to answer""}",,,1.0,99.0
31,Q211A,Q211A.What is the most effective way the government could tackle corruption?,float64,985,17,38,"{""1"": ""القضاء على الرشوة"", ""2"": ""تطبيق  القانون"", ""3"": ""استقلالية و نزاهة القضاء"", ""4"": ""المساواة امام القانون / قضاء عادل"", ""5"": ""تنفيذ حكم الاعدام/قطع اليد"", ""6"": ""المحاسبة / العقاب"", ""7"": ""الرقابة / فرض المراقبة"", ""8"": ""يجب على المواطن التبليغ على الفساد"", ""9"": ""فتح ملفات الفساد"", ""10"": ""الرقمنة"", ""11"": ""القضاء على الاجرام/المخدرات"", ""12"": ""التخلي على النهضة"", ""13"": ""الفساد هو من الحكومة /المشكل هي الحكومة في حد ذاتها"", ""14"": ""الردع / استعمال القوة/الديكتاتورية"", ""15"": ""الجكم بصرامة"", ""16"": ""توفير الامن و الجيش"", ""17"": ""التربية  والتعليم"", ""18"": ""الاهتمام بالمواطن مثلا مواطن شغل/غلا الأسعار"", ""19"": ""مقاومة التهريب"", ""20"": ""لا يوجد/أصبح من غير الممكن مقاومة الفساد"", ""21"": ""التصدي للتهرب الضريبي"", ""22"": ""اعتماد الحكم الرئاسي"", ""23"": ""التفاني في العمل/الضمير المهني"", ""24"": ""تحسين قطاع التعليم"", ""25"": ""تطبيق  من اين لك هذا"", ""26"": ""اصلاح النظام القضائي / إصلاح الدستور"", ""27"": ""المحاكمة علنا"", ""28"": ""دعم النشاط الاقتصادي"", ""29"": ""التركيز على الادارات"", ""30"": ""تعيين كفاءات / اصحاب ثقة"", ""31"": ""المحاكمة"", ""32"": ""فصل الفاسدين من العمل / العزل"", ""33"": ""الاتحاد / يد واحدة"", ""34"": ""ادماج جميع المواطنين و سماع ارائهم"", ""35"": ""اجابات اخرى"", ""36"": ""غير محدد"", ""37"": ""الاصلاح بصفة عامة"", ""98"": ""لا أعرف"", ""99"": ""رفض الإجابة""}",,,1.0,99.0
32,Q271_1,Q271_1 Get admitted to university,float64,1002,0,6,"{""1"": ""It’s always ok"", ""2"": ""It’s sometimes ok"", ""3"": ""It’s usually not ok"", ""4"": ""It’s never ok"", ""98"": ""Don’t know"", ""99"": ""Refused to answer""}",,,1.0,99.0
33,Q271_3,Q271_3 Skip a line at a doctor’s office,float64,1002,0,6,"{""1"": ""It’s always ok"", ""2"": ""It’s sometimes ok"", ""3"": ""It’s usually not ok"", ""4"": ""It’s never ok"", ""98"": ""Don’t know"", ""99"": ""Refused to answer""}",,,1.0,99.0
34,Q521_1,Q521_1.Freedom to express opinions,float64,1002,0,6,"{""1"": ""Guaranteed to a great extent"", ""2"": ""Guaranteed to a medium extent"", ""3"": ""Guaranteed to a limited extent"", ""4"": ""Not guaranteed at all"", ""98"": ""Don’t know"", ""99"": ""Decline to answer""}",,,1.0,99.0
35,Q521_4,Q521_4.Freedom to participate in peaceful protests and demonstrations,float64,1002,0,6,"{""1"": ""Guaranteed to a great extent"", ""2"": ""Guaranteed to a medium extent"", ""3"": ""Guaranteed to a limited extent"", ""4"": ""Not guaranteed at all"", ""98"": ""Don’t know"", ""99"": ""Decline to answer""}",,,1.0,99.0
36,Q521_2,Q521_2.Freedom of the media to criticize the things government does,float64,1002,0,6,"{""1"": ""Guaranteed to a great extent"", ""2"": ""Guaranteed to a medium extent"", ""3"": ""Guaranteed to a limited extent"", ""4"": ""Not guaranteed at all"", ""98"": ""Don’t know"", ""99"": ""Decline to answer""}",,,1.0,99.0
37,Q512A3_1,Q512A3_1.People choose their leaders in free elections,float64,1002,0,6,"{""1"": ""Absolutely essential"", ""2"": ""Somewhat essential"", ""3"": ""Not very essential"", ""4"": ""Not at all essential"", ""98"": ""Don’t know"", ""99"": ""Refused to answer""}",,,1.0,99.0
38,Q512A3_2,"Q512A3_2.Basic necessities, like food, clothes and shelter, are provided for all",float64,1002,0,6,"{""1"": ""Absolutely essential"", ""2"": ""Somewhat essential"", ""3"": ""Not very essential"", ""4"": ""Not at all essential"", ""98"": ""Don’t know"", ""99"": ""Refused to answer""}",,,1.0,99.0
39,Q512A3_5,Q512A3_5.All people have the same rights regardless of religion or ethnicity,float64,1002,0,6,"{""1"": ""Absolutely essential"", ""2"": ""Somewhat essential"", ""3"": ""Not very essential"", ""4"": ""Not at all essential"", ""98"": ""Don’t know"", ""99"": ""Refused to answer""}",,,1.0,99.0
40,Q531,"Q531 In your opinion, how much value do you think there is in listening to peopl",float64,1002,0,6,"{""1"": ""A great deal"", ""2"": ""Quite a lot"", ""3"": ""Not a lot"", ""4"": ""None at all"", ""98"": ""Don’t know"", ""99"": ""Refused to answer""}",,,1.0,99.0
41,Q532,Q532 How important do you think it is to have a popular leader who appeals to th,float64,1002,0,6,"{""1"": ""Very important"", ""2"": ""Somewhat important"", ""3"": ""Not very important"", ""4"": ""Not important at all"", ""98"": ""Don’t know"", ""99"": ""Refused to answer""}",,,1.0,99.0
42,Q533_4,Q533_4 This country needs a leader who can bend the rules if necessary to get th,float64,1002,0,6,"{""1"": ""Strongly agree"", ""2"": ""Somewhat agree"", ""3"": ""Somewhat disagree"", ""4"": ""Strongly disagree"", ""98"": ""Don’t know"", ""99"": ""Refused to answer""}",,,1.0,99.0
43,Q533_5,Q533_5 As long as the government can maintain order and stability in the country,float64,1002,0,6,"{""1"": ""Strongly agree"", ""2"": ""Somewhat agree"", ""3"": ""Somewhat disagree"", ""4"": ""Strongly disagree"", ""98"": ""Don’t know"", ""99"": ""Refused to answer""}",,,1.0,99.0
44,Q700B_1,Q700b_1.The United States,float64,1002,0,6,"{""1"": ""Very favorable"", ""2"": ""Somewhat favorable"", ""3"": ""Somewhat unfavorable"", ""4"": ""Very unfavorable"", ""98"": ""Don’t know"", ""99"": ""Refused to answer""}",,,1.0,99.0
45,Q700B_8,Q700b_8.Russia,float64,1002,0,6,"{""1"": ""Very favorable"", ""2"": ""Somewhat favorable"", ""3"": ""Somewhat unfavorable"", ""4"": ""Very unfavorable"", ""98"": ""Don’t know"", ""99"": ""Refused to answer""}",,,1.0,99.0
46,Q700B_4,Q700b_4.Turkey,float64,1002,0,6,"{""1"": ""Very favorable"", ""2"": ""Somewhat favorable"", ""3"": ""Somewhat unfavorable"", ""4"": ""Very unfavorable"", ""98"": ""Don’t know"", ""99"": ""Refused to answer""}",,,1.0,99.0
47,Q700B_13,Q700b_13.China,float64,1002,0,6,"{""1"": ""Very favorable"", ""2"": ""Somewhat favorable"", ""3"": ""Somewhat unfavorable"", ""4"": ""Very unfavorable"", ""98"": ""Don’t know"", ""99"": ""Refused to answer""}",,,1.0,99.0
48,Q725_1,Q725_1.American President Donald Trump,float64,1002,0,7,"{""1"": ""Very good"", ""2"": ""Good"", ""3"": ""Neither good nor bad"", ""4"": ""Bad"", ""5"": ""Very bad"", ""98"": ""Don’t know"", ""99"": ""Refused to answer""}",,,1.0,99.0
49,Q725_4,Q725_4.Chinese President Jinping Xi,float64,1002,0,7,"{""1"": ""Very good"", ""2"": ""Good"", ""3"": ""Neither good nor bad"", ""4"": ""Bad"", ""5"": ""Very bad"", ""98"": ""Don’t know"", ""99"": ""Refused to answer""}",,,1.0,99.0
50,Q725_3,Q725_3.Turkish President Recep Tayyip Erdoğan,float64,1002,0,7,"{""1"": ""Very good"", ""2"": ""Good"", ""3"": ""Neither good nor bad"", ""4"": ""Bad"", ""5"": ""Very bad"", ""98"": ""Don’t know"", ""99"": ""Refused to answer""}",,,1.0,99.0
51,Q725_2,Q725_2.Russian President Vladimir Putin,float64,1002,0,7,"{""1"": ""Very good"", ""2"": ""Good"", ""3"": ""Neither good nor bad"", ""4"": ""Bad"", ""5"": ""Very bad"", ""98"": ""Don’t know"", ""99"": ""Refused to answer""}",,,1.0,99.0
52,Q729_3A,Q729_3A Advances women’s rights,float64,1002,0,6,"{""1"": ""To a great extent"", ""2"": ""To a limited extent"", ""3"": ""To a small extent"", ""4"": ""Not at all"", ""98"": ""Don’t know"", ""99"": ""Refused to answer""}",,,1.0,99.0
53,Q729_3B,Q729_3B Strengthens civil society,float64,1002,0,6,"{""1"": ""To a great extent"", ""2"": ""To a limited extent"", ""3"": ""To a small extent"", ""4"": ""Not at all"", ""98"": ""Don’t know"", ""99"": ""Refused to answer""}",,,1.0,99.0
54,Q731,"Q731 In your opinion, which of the following countries in MENA is most in need o",float64,1002,0,10,"{""1"": ""Our country"", ""2"": ""Lebanon"", ""3"": ""Palestine"", ""4"": ""Sudan"", ""5"": ""Syria"", ""6"": ""Yemen"", ""7"": ""Other"", ""97"": ""No country is in need of aid"", ""98"": ""Don’t know"", ""99"": ""Decline to answer""}",,,1.0,99.0
55,Q732,Q732 To what extent do you think that American foreign policy toward MENA will c,float64,1002,0,6,"{""1"": ""To a great extent"", ""2"": ""To a medium extent"", ""3"": ""To a small extent"", ""4"": ""Not at all"", ""98"": ""Don’t know"", ""99"": ""Decline to answer""}",,,1.0,99.0
56,Q733_1,Q733_1 The region,float64,1002,0,6,"{""1"": ""Donald Trump"", ""2"": ""Joseph Biden"", ""96"": ""Both candidates’ policies would be equally bad"", ""97"": ""Both candidates’ policies would be equally good"", ""98"": ""Don’t know"", ""99"": ""Refused to answer""}",,,1.0,99.0
57,Q733_2,Q733_2 Ending the crisis in Syria,float64,1002,0,6,"{""1"": ""Donald Trump"", ""2"": ""Joseph Biden"", ""96"": ""Both candidates’ policies would be equally bad"", ""97"": ""Both candidates’ policies would be equally good"", ""98"": ""Don’t know"", ""99"": ""Refused to answer""}",,,1.0,99.0
58,Q733_3,Q733_3 A just solution to the Israeli- Palestinian question,float64,1002,0,6,"{""1"": ""Donald Trump"", ""2"": ""Joseph Biden"", ""96"": ""Both candidates’ policies would be equally bad"", ""97"": ""Both candidates’ policies would be equally good"", ""98"": ""Don’t know"", ""99"": ""Refused to answer""}",,,1.0,99.0
59,Q733_4,Q733_4 Defending human rights in the region,float64,1002,0,6,"{""1"": ""Donald Trump"", ""2"": ""Joseph Biden"", ""96"": ""Both candidates’ policies would be equally bad"", ""97"": ""Both candidates’ policies would be equally good"", ""98"": ""Don’t know"", ""99"": ""Refused to answer""}",,,1.0,99.0
60,Q733_5,Q733_5 Your country,float64,1002,0,6,"{""1"": ""Donald Trump"", ""2"": ""Joseph Biden"", ""96"": ""Both candidates’ policies would be equally bad"", ""97"": ""Both candidates’ policies would be equally good"", ""98"": ""Don’t know"", ""99"": ""Refused to answer""}",,,1.0,99.0
61,Q734,Q734 To what extent do you favor or oppose the normalization of relations betwee,float64,1002,0,6,"{""1"": ""Strongly favor"", ""2"": ""Favor"", ""3"": ""Oppose"", ""4"": ""Strongly oppose"", ""98"": ""Don’t know"", ""99"": ""Refused to answer""}",,,1.0,99.0
62,Q735,Q735 To what extent do you favor or oppose the decision of the Sudan to separate,float64,1002,0,6,"{""1"": ""Strongly favor"", ""2"": ""Favor"", ""3"": ""Oppose"", ""4"": ""Strongly oppose"", ""98"": ""Don’t know"", ""99"": ""Refused to answer""}",,,1.0,99.0
63,Q1003,Q1003.What is your highest level of education?,float64,1002,0,8,"{""1"": ""No formal education"", ""2"": ""Elementary"", ""3"": ""Preparatory/Basic"", ""4"": ""Secondary"", ""5"": ""Mid-level diploma/professional or technical"", ""6"": ""BA"", ""7"": ""MA and above"", ""98"": ""Don’t know"", ""99"": ""Refused to answer""}",,,1.0,99.0
64,Q1010,Q1010.What is your current social status?,float64,1002,0,8,"{""1"": ""Single/ Bachelor"", ""2"": ""Living with a partner"", ""3"": ""Engaged"", ""4"": ""Married"", ""5"": ""Divorced"", ""6"": ""Separated"", ""7"": ""Widowed"", ""99"": ""Refused to answer""}",,,1.0,99.0
65,Q1010B1,Q1010b1.Do you have children?,float64,716,286,3,"{""1"": ""Yes"", ""2"": ""No"", ""98"": ""Don't know"", ""99"": ""Refused to answer""}",,,1.0,98.0
66,Q1014C,Q1014c.What is the total number of people who live in this household?,float64,1002,0,18,"{""99"": ""Refused""}",,,1.0,99999.0
67,Q1005,Employment status,float64,1002,0,8,"{""1"": ""Employed"", ""2"": ""Self-Employed"", ""3"": ""Retired"", ""4"": ""A housewife"", ""5"": ""A student"", ""6"": ""Unemployed or looking for work"", ""7"": ""Other"", ""98"": ""Don’t know"", ""99"": ""Refused to answer""}",,,1.0,99.0
68,Q1005B,Q1005b.You said you were retired. Do you receive a pension?,float64,87,915,3,"{""1"": ""Yes"", ""2"": ""No"", ""98"": ""Don’t know"", ""99"": ""Refused to answer""}",,,1.0,99.0
69,Q1006A,Q1006a.And what sector do you work in? Do you work in the…,float64,379,623,5,"{""1"": ""public sector"", ""2"": ""private sector"", ""3"": ""Other"", ""98"": ""Don’t know"", ""99"": ""Refused to answer""}",,,1.0,99.0
70,Q1016,Q1016.Which of these statements comes closest to describing your net household i,float64,1002,0,6,"{""1"": ""Our net household income covers our expenses and we are able to save"", ""2"": ""Our net household income covers our expenses without notable difficulties"", ""3"": ""Our net household income does not cover our expenses; we face some difficulties"", ""4"": ""Our net household income does not cover our expenses; we face significant difficulties"", ""98"": ""Don’t know"", ""99"": ""Refused to answer""}",,,1.0,99.0
71,Q1012,Q1012.What is your religion?,float64,1002,0,5,"{""1"": ""Muslim"", ""2"": ""Christian"", ""3"": ""Other"", ""4"": ""No religion"", ""99"": ""Refused to answer""}",,,1.0,99.0
72,Q1012A,Q1012a. What is your religious denomination?,float64,0,1002,0,"{""1"": ""Maronite"", ""2"": ""Orthodox"", ""3"": ""Catholic"", ""4"": ""Armenian"", ""5"": ""Sunni"", ""6"": ""Shia"", ""7"": ""Sunni"", ""8"": ""Shia"", ""9"": ""Ja’fari"", ""10"": ""Druze"", ""11"": ""Ahmadiyya"", ""12"": ""Druze"", ""13"": ""Just a Muslim"", ""14"": ""Alawi"", ""15"": ""Just muslim"", ""16"": ""Malki"", ""17"": ""Coptic"", ""18"": ""Protestant"", ""19"": ""Sabean Mandean"", ""20"": ""Other"", ""98"": ""Don’t know"", ""99"": ""Refused to answer""}",,,,
73,Q609,"Q609.In general, would you describe yourself as religious, somewhat religious, o",float64,1002,0,5,"{""1"": ""Religious"", ""2"": ""Somewhat religious"", ""3"": ""Not religious"", ""98"": ""Don’t know"", ""99"": ""Refused to answer""}",,,1.0,99.0
74,Q605,"Q605.From your point of view, should the laws of our country…",float64,991,11,7,"{""1"": ""entirely be based on the sharia"", ""2"": ""mostly be based on the sharia"", ""3"": ""equally be based on sharia and the will of the people"", ""4"": ""mostly be based on the will of the people"", ""5"": ""entirely be based on the will of the people"", ""98"": ""Don’t know"", ""99"": ""Refused to answer""}",,,1.0,99.0
