position,variable,label,storage_type,n_valid,n_missing,n_distinct,value_labels,observed_values,sentinel_codes,min,max
1,RESPNO,Respondent number,str,1200,0,1200,,,,,
2,URBRUR,Urban or Rural Primary Sampling Unit,float64,1200,0,2,"{""1"": ""Urban"", ""2"": ""Rural""}",,,1.0,2.0
3,REGION,Province or region,float64,1200,0,7,"{""1580"": ""Grand Tunis"", ""1581"": ""Nord Est"", ""1582"": ""Nord Ouest"", ""1583"": ""Centre Est"", ""1584"": ""Centre Ouest"", ""1585"": ""Sud Ouest"", ""1586"": ""Sud Est""}",,,1580.0,1586.0
4,LOCATION_LEVEL_1,Governorate,str,1200,0,24,,"[""BEJA"", ""BEN AROUS"", ""BIZERTE"", ""GABES"", ""GAFSA"", ""JENDOUBA"", ""KAIROUAN"", ""KASSERINE"", ""KEBILI"", ""KEF"", ""L'ARIANA"", ""MAHDIA"", ""MANOUBA"", ""MEDENINE"", ""MONASTIR"", ""NABEUL"", ""SFAX"", ""SIDI BOUZID"", ""SILIANA"", ""SOUSSE"", ""TATAOUINE"", ""TOZEUR"", ""TUNIS"", ""ZAGHOUAN""]",,,
5,EA_SVC_A,EA-SVC-A. Electricity grid in the PSU/EA,float64,1200,0,1,"{""-1"": ""Missing"", ""0"": ""No"", ""1"": ""Yes"", ""9"": ""Can't determine""}",,,1.0,1.0
6,EA_SVC_B,EA-SVC-B. Piped water system in the PSU/EA,float64,1200,0,2,"{""-1"": ""Missing"", ""0"": ""No"", ""1"": ""Yes"", ""9"": ""Can't determine""}",,,0.0,1.0
7,EA_SVC_C,EA-SVC-C. Sewage system in the PSU/EA,float64,1200,0,3,"{""-1"": ""Missing"", ""0"": ""No"", ""1"": ""Yes"", ""9"": ""Can't determine""}",,,0.0,9.0
8,EA_SVC_D,EA-SVC-D. Mobile phone service in the PSU/EA,float64,1200,0,3,"{""-1"": ""Missing"", ""0"": ""No"", ""1"": ""Yes"", ""9"": ""Can't determine""}",,,0.0,9.0
9,EA_SVC_E,EA-SVC-E.  Borehole or tubewell in PSU/EA,float64,1200,0,3,"{""-1"": ""Missing"", ""0"": ""No"", ""1"": ""Yes"", ""9"": ""Can't determine""}",,,0.0,9.0
10,EA_FAC_A,EA-FAC-A. Post office in the PSU/EA,float64,1200,0,3,"{""-1"": ""Missing"", ""0"": ""No"", ""1"": ""Yes"", ""9"": ""Can't determine""}",,,0.0,9.0
11,EA_FAC_B,EA-FAC-B. School in the PSU/EA,float64,1200,0,3,"{""-1"": ""Missing"", ""0"": ""No"", ""1"": ""Yes"", ""9"": ""Can't determine""}",,,0.0,9.0
12,EA_FAC_C,EA-FAC-C. Police station in the PSU/EA,float64,1200,0,3,"{""-1"": ""Missing"", ""0"": ""No"", ""1"": ""Yes"", ""9"": ""Can't determine""}",,,0.0,9.0
13,EA_FAC_D,EA-FAC-D. Health Clinic in the PSU/EA,float64,1200,0,3,"{""-1"": ""Missing"", ""0"": ""No"", ""1"": ""Yes"", ""9"": ""Can't determine""}",,,0.0,9.0
14,EA_FAC_E,EA-FAC-E. Market stalls in the PSU/EA,float64,1200,0,3,"{""-1"": ""Missing"", ""0"": ""No"", ""1"": ""Yes"", ""9"": ""Can't determine""}",,,0.0,9.0
15,EA_FAC_F,EA-FAC-F. Bank or money services in the PSU/EA,float64,1200,0,3,"{""-1"": ""Missing"", ""0"": ""No"", ""1"": ""Yes"", ""9"": ""Can't determine""}",,,0.0,9.0
16,EA_FAC_F2,EA-FAC-F2. Social/govt center/office in PSU/EA,float64,1200,0,3,"{""-1"": ""Missing"", ""0"": ""No"", ""1"": ""Yes"", ""9"": ""Can't determine""}",,,0.0,9.0
17,EA_FAC_G,EA-FAC-G. Paid transport in the PSU/EA,float64,1200,0,3,"{""-1"": ""Missing"", ""0"": ""No"", ""1"": ""Yes"", ""9"": ""Can't determine""}",,,0.0,9.0
18,EA_SEC_A,EA-SEC-A. Police in the PSU/EA,float64,1200,0,2,"{""-1"": ""Missing"", ""0"": ""No"", ""1"": ""Yes"", ""9"": ""Can't determine""}",,,0.0,1.0
19,EA_SEC_B,EA-SEC-B. Soldiers/army in the PSU/EA,float64,1200,0,2,"{""-1"": ""Missing"", ""0"": ""No"", ""1"": ""Yes"", ""9"": ""Can't determine""}",,,0.0,1.0
20,EA_SEC_C,EA-SEC-C. Roadblocks by police/army in the PSU/EA,float64,1200,0,2,"{""-1"": ""Missing"", ""0"": ""No"", ""1"": ""Yes"", ""9"": ""Can't determine""}",,,0.0,1.0
21,EA_SEC_D,EA-SEC-D. Customs checkpoints in the PSU/EA,float64,1200,0,2,"{""-1"": ""Missing"", ""0"": ""No"", ""1"": ""Yes"", ""9"": ""Can't determine""}",,,0.0,1.0
22,EA_SEC_E,EA-SEC-E. Roadblocks by private security/local community in the PSU/EA,float64,1200,0,2,"{""-1"": ""Missing"", ""0"": ""No"", ""1"": ""Yes"", ""9"": ""Can't determine""}",,,0.0,1.0
23,EA_ROAD_A,EA-ROAD-A. Road surface at start point,float64,1200,0,4,"{""-1"": ""Missing"", ""1"": ""Earth"", ""2"": ""Unpaved gravel"", ""3"": ""Unpaved stone/muram"", ""4"": ""Paved tar/concrete"", ""7"": ""Not Applicable/Not reachable by road""}",,,1.0,4.0
24,EA_ROAD_B,EA-ROAD-B. Road surface last 5 km,float64,1200,0,4,"{""-1"": ""Missing"", ""1"": ""Earth"", ""2"": ""Unpaved gravel"", ""3"": ""Unpaved stone/muram"", ""4"": ""Paved tar/concrete"", ""7"": ""Not Applicable/Not reachable by road""}",,,1.0,4.0
25,EA_ROAD_C,EA-ROAD-C. Road condition last 5 km,float64,1200,0,5,"{""-1"": ""Missing"", ""1"": ""Impassable"", ""2"": ""Very poor"", ""3"": ""Poor"", ""4"": ""Fair"", ""5"": ""Good"", ""6"": ""Very good"", ""7"": ""Not applicable""}",,,2.0,6.0
26,NOCALL_1,Reason for Unsuccessful Call Household 1,float64,1200,0,7,"{""-1"": ""Missing"", ""1"": ""Refused to be interviewed"", ""2"": ""Person selected was never at home after at least two visits"", ""3"": ""Household/Premises empty for the survey period after at least two visits"", ""4"": ""Not a citizen/Spoke only a foreign language"", ""5"": ""Deaf/Did not speak a survey language"", ""6"": ""Did not fit gender quota"", ""7"": ""No adults in household"", ""8"": ""Other (specify)"", ""9997"": ""Interview was successful""}",,,1.0,9997.0
27,NOCALL_2,Reason for Unsuccessful Call Household 2,float64,1200,0,8,"{""-1"": ""Missing"", ""1"": ""Refused to be interviewed"", ""2"": ""Person selected was never at home after at least two visits"", ""3"": ""Household/Premises empty for the survey period after at least two visits"", ""4"": ""Not a citizen/Spoke only a foreign language"", ""5"": ""Deaf/Did not speak a survey language"", ""6"": ""Did not fit gender quota"", ""7"": ""No adults in household"", ""8"": ""Other (specify)"", ""9997"": ""Interview was successful""}",,,1.0,9997.0
28,NOCALL_3,Reason for Unsuccessful Call Household 3,float64,1200,0,8,"{""-1"": ""Missing"", ""1"": ""Refused to be interviewed"", ""2"": ""Person selected was never at home after at least two visits"", ""3"": ""Household/Premises empty for the survey period after at least two visits"", ""4"": ""Not a citizen/Spoke only a foreign language"", ""5"": ""Deaf/Did not speak a survey language"", ""6"": ""Did not fit gender quota"", ""7"": ""No adults in household"", ""8"": ""Other (specify)"", ""9997"": ""Interview was successful""}",,,1.0,9997.0
29,NOCALL_4,Reason for Unsuccessful Call Household 4,float64,1200,0,8,"{""-1"": ""Missing"", ""1"": ""Refused to be interviewed"", ""2"": ""Person selected was never at home after at least two visits"", ""3"": ""Household/Premises empty for the survey period after at least two visits"", ""4"": ""Not a citizen/Spoke only a foreign language"", ""5"": ""Deaf/Did not speak a survey language"", ""6"": ""Did not fit gender quota"", ""7"": ""No adults in household"", ""8"": ""Other (specify)"", ""9997"": ""Interview was successful""}",,,1.0,9997.0
30,NOCALL_5,Reason for Unsuccessful Call Household 5,float64,1200,0,7,"{""-1"": ""Missing"", ""1"": ""Refused to be interviewed"", ""2"": ""Person selected was never at home after at least two visits"", ""3"": ""Household/Premises empty for the survey period after at least two visits"", ""4"": ""Not a citizen/Spoke only a foreign language"", ""5"": ""Deaf/Did not speak a survey language"", ""6"": ""Did not fit gender quota"", ""7"": ""No adults in household"", ""8"": ""Other (specify)"", ""9997"": ""Interview was successful""}",,,1.0,9997.0
31,NOCALL_6,Reason for Unsuccessful Call Household 6,float64,1200,0,8,"{""-1"": ""Missing"", ""1"": ""Refused to be interviewed"", ""2"": ""Person selected was never at home after at least two visits"", ""3"": ""Household/Premises empty for the survey period after at least two visits"", ""4"": ""Not a citizen/Spoke only a foreign language"", ""5"": ""Deaf/Did not speak a survey language"", ""6"": ""Did not fit gender quota"", ""7"": ""No adults in household"", ""8"": ""Other (specify)"", ""9997"": ""Interview was successful""}",,,1.0,9997.0
32,NOCALL_7,Reason for Unsuccessful Call Household 7,float64,1200,0,6,"{""-1"": ""Missing"", ""1"": ""Refused to be interviewed"", ""2"": ""Person selected was never at home after at least two visits"", ""3"": ""Household/Premises empty for the survey period after at least two visits"", ""4"": ""Not a citizen/Spoke only a foreign language"", ""5"": ""Deaf/Did not speak a survey language"", ""6"": ""Did not fit gender quota"", ""7"": ""No adults in household"", ""8"": ""Other (specify)"", ""9997"": ""Interview was successful""}",,,1.0,9997.0
33,NOCALL_8,Reason for Unsuccessful Call Household 8,float64,1200,0,7,"{""-1"": ""Missing"", ""1"": ""Refused to be interviewed"", ""2"": ""Person selected was never at home after at least two visits"", ""3"": ""Household/Premises empty for the survey period after at least two visits"", ""4"": ""Not a citizen/Spoke only a foreign language"", ""5"": ""Deaf/Did not speak a survey language"", ""6"": ""Did not fit gender quota"", ""7"": ""No adults in household"", ""8"": ""Other (specify)"", ""9997"": ""Interview was successful""}",,,1.0,9997.0
34,NOCALL_9,Reason for Unsuccessful Call Household 9,float64,1200,0,7,"{""-1"": ""Missing"", ""1"": ""Refused to be interviewed"", ""2"": ""Person selected was never at home after at least two visits"", ""3"": ""Household/Premises empty for the survey period after at least two visits"", ""4"": ""Not a citizen/Spoke only a foreign language"", ""5"": ""Deaf/Did not speak a survey language"", ""6"": ""Did not fit gender quota"", ""7"": ""No adults in household"", ""8"": ""Other (specify)"", ""9997"": ""Interview was successful""}",,,1.0,9997.0
35,NOCALL_10,Reason for Unsuccessful Call Household 10,float64,1200,0,6,"{""-1"": ""Missing"", ""1"": ""Refused to be interviewed"", ""2"": ""Person selected was never at home after at least two visits"", ""3"": ""Household/Premises empty for the survey period after at least two visits"", ""4"": ""Not a citizen/Spoke only a foreign language"", ""5"": ""Deaf/Did not speak a survey language"", ""6"": ""Did not fit gender quota"", ""7"": ""No adults in household"", ""8"": ""Other (specify)"", ""9997"": ""Interview was successful""}",,,1.0,9997.0
